[['Philapedia', 3.992303979497981], ['Washington D.C.', 2.2251878737397264], ['Washington D.C.', 2.703754348429766], ['Philapedia', 3.900215472550781], ['Seattle', 4.99003388996634], ['Seattle', 4.963410737537836], ['Seattle', 4.664828711626807], ['Washington D.C.', 2.9775830300549875], ['Seattle', 5.1520094519827495], ['Seattle', 4.737608046594454]]
[['New York City', 0.8035158873092375], ['New York City', 1.112104155047514], ['Philapedia', 4.095734420440176], ['Philapedia', 4.537369210171521], ['Seattle', 5.402134900436262], ['Seattle', 5.265521261900515], ['Philapedia', 3.9507403138951296], ['Seattle', 4.3992202136802385], ['Seattle', 5.6517717288354845], ['Philapedia', 4.006567553818783]]
[['Washington D.C.', 3.3164520981389027], ['Washington D.C.', 2.9141234948873413], ['Washington D.C.', 3.1329589313161037], ['Washington D.C.', 3.3700606352943483], ['New York City', 1.3506900049460628], ['Washington D.C.', 2.4387731029823345], ['Boston', 1.963656391130002], ['Washington D.C.', 2.6660164137473616], ['Washington D.C.', 3.2324325018341407], ['Boston', 1.5816543234736717]]
[['Washington D.C.', 2.9349234583317005], ['Washington D.C.', 2.702476817441206], ['Philapedia', 4.199402284435157], ['Boston', 2.0807447201377074], ['Washington D.C.', 2.9521559399407686], ['Boston', 2.26454570716936], ['Washington D.C.', 2.9755465993563583], ['Washington D.C.', 3.100429948038483], ['Boston', 1.751368635099731], ['New York City', 1.1072628143480043]]
[['Seattle', 4.813277170097129], ['Washington D.C.', 2.6739085098091615], ['Seattle', 5.445086310122746], ['Seattle', 4.9135808644859855], ['Seattle', 5.039862237484524], ['Seattle', 5.077593432166975], ['Washington D.C.', 2.998476694763741], ['New York City', 1.206962123555686], ['Seattle', 4.966722008539534], ['Seattle', 5.273251911997894]]
[['Seattle', 5.401862326510804], ['Philapedia', 4.23116550888364], ['New York City', 0.6605217746981205], ['Seattle', 5.153450812307427], ['Seattle', 4.596233037763602], ['Seattle', 5.145120909430715], ['New York City', 1.3532782087653232], ['New York City', 0.7349232685022533], ['Seattle', 5.06313519112704], ['New York City', 0.5843592565883551]]
[['Philapedia', 4.2336494844212815], ['Washington D.C.', 2.800462897704919], ['Seattle', 4.573855903662229], ['Washington D.C.', 3.8183816293914323], ['Boston', 1.8324773320242176], ['Seattle', 5.064837076336404], ['Philapedia', 3.7087425166309345], ['Boston', 2.204094216770745], ['Philapedia', 3.7300983785857174], ['Philapedia', 3.9185412326898095]]
[['Washington D.C.', 2.8617977610823604], ['Washington D.C.', 3.4925508724413166], ['Boston', 2.05144130044627], ['Boston', 2.054933018276484], ['Boston', 2.441188919771504], ['Boston', 1.6139291146760448], ['Boston', 2.307498914786562], ['Washington D.C.', 2.690086882975095], ['Boston', 1.8963329425859698], ['Boston', 1.7473242891034815]]
[['Philapedia', 3.667707041634351], ['Washington D.C.', 3.101787533613407], ['New York City', 1.0699682957831704], ['Washington D.C.', 3.071941310687447], ['Washington D.C.', 2.49339964533005], ['New York City', 1.3578071365930235], ['Philapedia', 3.576830393107202], ['Boston', 1.8332324184124915], ['Boston', 1.7711717032910954], ['Washington D.C.', 2.909089504152624]]
[['Washington D.C.', 2.9290306299388202], ['Philapedia', 3.7790118151244974], ['New York City', 1.0974230633712552], ['New York City', 1.1011252757030185], ['Seattle', 4.808965070055579], ['New York City', 1.1479786366306717], ['Seattle', 5.2360466517148305], ['Seattle', 5.082376442213832], ['Seattle', 4.941560186369117], ['Washington D.C.', 2.9040275116032985]]
[['Seattle', 5.109118044330187], ['Seattle', 5.157644834286273], ['Washington D.C.', 2.673016920325785], ['Seattle', 4.4696047193390385], ['Seattle', 5.07970244123665], ['Washington D.C.', 2.972008022656752], ['New York City', 0.5841189615664997], ['Philapedia', 4.07444223002384], ['Washington D.C.', 2.6867767313609128], ['Seattle', 5.07218366091589]]
[['Seattle', 5.750162611948042], ['Boston', 1.6903050029375717], ['New York City', 1.3668057833135405], ['New York City', 0.8435311169550208], ['New York City', 0.8651388552294472], ['New York City', 0.47804591035344446], ['New York City', 1.1720231372418268], ['New York City', 1.5738233083012798], ['New York City', 1.2784292987336812], ['Philapedia', 3.886790284794212]]
[['Boston', 1.9238411959310486], ['Washington D.C.', 3.3021973195714964], ['Washington D.C.', 2.5412154242076195], ['Boston', 2.318077939790546], ['Boston', 2.728907978908679], ['Boston', 2.2895300917470913], ['Boston', 2.7350821539812364], ['Boston', 1.7083060512425474], ['Boston', 1.8997916958238237], ['Washington D.C.', 2.970004294380724]]
[['Philapedia', 4.530914000863921], ['Philapedia', 3.986662376660779], ['Washington D.C.', 3.325939172187613], ['Seattle', 4.632524059630544], ['New York City', 0.6574941375166129], ['Seattle', 4.768407653563298], ['Seattle', 5.3313142990538065], ['Seattle', 5.181648168056836], ['Seattle', 4.4642218723489835], ['Philapedia', 4.177604935318244]]
[['Seattle', 4.739512257944414], ['Boston', 2.235468527583318], ['Philapedia', 3.823457326531762], ['Philapedia', 4.230533623448002], ['Philapedia', 3.995887946093615], ['Philapedia', 3.946625849523198], ['Philapedia', 3.789691186743675], ['Philapedia', 4.1386491729400126], ['Philapedia', 3.9379144761015086], ['Philapedia', 4.037570944320705]]
[['Washington D.C.', 3.261025986283152], ['Seattle', 5.313400351814096], ['Seattle', 4.3044865370829895], ['Philapedia', 3.5716414311267637], ['Seattle', 5.01188177699377], ['Philapedia', 4.078209191685653], ['New York City', 0.7031434949962001], ['Seattle', 5.319649473076289], ['Seattle', 5.0073696984609875], ['Seattle', 5.278382399570271]]
[['Philapedia', 3.817322417625634], ['Boston', 2.2371449267359975], ['Philapedia', 3.9249249719771773], ['Philapedia', 4.328101387953383], ['Seattle', 4.600871982175718], ['Seattle', 5.19209506858968], ['Philapedia', 3.608885218752849], ['Philapedia', 4.7422358471916075], ['Seattle', 4.714631482449827], ['Washington D.C.', 3.848524277069925]]
[['Boston', 1.7097042575212524], ['Washington D.C.', 2.1461522157139354], ['Philapedia', 4.08908023415028], ['Washington D.C.', 3.384981750882569], ['Philapedia', 3.901380310021138], ['Philapedia', 3.7172527873071743], ['Philapedia', 3.9682934161590553], ['Washington D.C.', 3.267166939504459], ['Washington D.C.', 3.32020142537616], ['Philapedia', 3.718261238569519]]
[['Washington D.C.', 3.1706105305943595], ['New York City', 1.35518381411253], ['New York City', 0.7474678164465227], ['Washington D.C.', 3.0343094559876174], ['Washington D.C.', 2.721941790323268], ['Washington D.C.', 3.7275563164624934], ['Washington D.C.', 3.290184366645511], ['Philapedia', 4.3732450798507125], ['Washington D.C.', 3.0055877805677538], ['Washington D.C.', 3.0209257212183855]]
[['Washington D.C.', 3.0156910192231563], ['Seattle', 4.975097152989608], ['Washington D.C.', 3.0505760734783998], ['Seattle', 4.997300706160129], ['Philapedia', 4.327333086897494], ['Seattle', 5.433895399076708], ['Philapedia', 3.709741425592508], ['Seattle', 4.952775002780748], ['Seattle', 5.253869545234604], ['Philapedia', 4.409651642997515]]
[['Philapedia', 3.5873827721757814], ['New York City', 0.9198217545944941], ['New York City', 1.0877826394623598], ['New York City', 0.8106568765229479], ['Boston', 1.421932563730334], ['Seattle', 5.004799154311156], ['Philapedia', 4.075917577135044], ['New York City', 0.8259353714071095], ['Boston', 1.698966248275439], ['New York City', 1.202956636419124]]
[['Washington D.C.', 3.1074361036812888], ['Philapedia', 4.583937035279376], ['New York City', 0.5868119948798753], ['Seattle', 4.850135128092915], ['Seattle', 4.882776124623165], ['Washington D.C.', 3.1121155786614136], ['Seattle', 5.027066801696277], ['Seattle', 4.854112657246588], ['Washington D.C.', 3.087665790807912], ['Seattle', 5.42302528998351]]
[['New York City', 0.9596686196571758], ['Seattle', 5.18377993599215], ['New York City', 0.8655029366974964], ['Philapedia', 3.8979792170583285], ['Seattle', 4.629257200487161], ['New York City', 1.2337227634385262], ['Seattle', 5.458240835600515], ['Philapedia', 3.9174851331298557], ['Washington D.C.', 3.127532305436196], ['Seattle', 4.979724418842027]]
[['Seattle', 5.202691869974307], ['Seattle', 4.851503964965248], ['Philapedia', 3.7745829952883567], ['Washington D.C.', 3.5250989705505256], ['New York City', 0.45651455465882307], ['Seattle', 4.799962577275134], ['New York City', 0.7618268367473687], ['Washington D.C.', 3.519835911950148], ['Seattle', 4.88550172608874], ['New York City', 1.298547941398214]]
[['Washington D.C.', 2.9754094841381824], ['Washington D.C.', 2.740962673555913], ['Philapedia', 3.934132806820817], ['Washington D.C.', 3.239392399902804], ['Washington D.C.', 3.0101527149882736], ['Washington D.C.', 2.9639377532944686], ['Washington D.C.', 2.8548962584153204], ['New York City', 1.0507938691907697], ['Washington D.C.', 3.292956087254576], ['Philapedia', 4.046736013049474]]
[['Seattle', 4.9291021022842845], ['Washington D.C.', 2.4770570023883516], ['Seattle', 4.884930689885652], ['New York City', 0.7391874975913466], ['Seattle', 5.132408667615715], ['Washington D.C.', 2.901064942348461], ['Washington D.C.', 2.7828656600447874], ['Philapedia', 3.8413634572836393], ['Seattle', 4.290852435924091], ['Seattle', 4.985454448541219]]
[['Seattle', 4.4336190054329325], ['Seattle', 5.834160642138192], ['Seattle', 4.313082492813292], ['Seattle', 4.7545976681974755], ['Philapedia', 4.263487946099755], ['Washington D.C.', 2.943876855713379], ['Seattle', 5.078898466205766], ['Philapedia', 3.757523286111487], ['Washington D.C.', 2.6118302333083343], ['Seattle', 4.801254817542505]]
[['New York City', 1.0612601120683047], ['Philapedia', 3.7258620082265885], ['Seattle', 5.533968569127994], ['Seattle', 4.778174143124718], ['Washington D.C.', 2.396566129677514], ['Philapedia', 3.7951313758293215], ['Seattle', 4.631473936089299], ['Seattle', 4.88919915814536], ['New York City', 0.9298834175956932], ['Seattle', 4.999978846012479]]
[['Washington D.C.', 2.959964774772401], ['Washington D.C.', 2.844174268730406], ['Boston', 2.7358306859261927], ['Washington D.C.', 2.5555582539065047], ['Washington D.C.', 3.170462659774583], ['Washington D.C.', 2.9453181901865078], ['Philapedia', 4.0719396012843445], ['Washington D.C.', 3.1559916358157745], ['Washington D.C.', 3.7623907125271625], ['Washington D.C.', 3.045414471917035]]
[['New York City', 0.540974066642755], ['Seattle', 4.840375377615835], ['Seattle', 5.119196015862443], ['Seattle', 5.220565394359924], ['New York City', 0.9801312006986131], ['Philapedia', 3.741849922668848], ['Seattle', 4.6766779465346735], ['Washington D.C.', 2.6976588084285917], ['Philapedia', 4.188050368652692], ['Philapedia', 3.9611991818747825]]
[['Boston', 2.294052889312282], ['Washington D.C.', 2.595059710012958], ['Washington D.C.', 3.2932734195787274], ['Philapedia', 3.4638179278366916], ['Washington D.C.', 2.823770244073102], ['Boston', 1.7448498048010173], ['Philapedia', 4.1795919055139], ['Washington D.C.', 3.2011560422393206], ['Washington D.C.', 3.3625500713663454], ['Washington D.C.', 2.5737247020014777]]
[['Seattle', 5.314073806186406], ['New York City', 0.9669524399282409], ['Philapedia', 4.310460095247038], ['Philapedia', 4.016915266922923], ['Washington D.C.', 2.856116864312806], ['New York City', 1.3225556432301764], ['New York City', 0.8197710971461513], ['Seattle', 4.531234800901881], ['Seattle', 5.037564830604492], ['Seattle', 4.863906411241049]]
[['Boston', 2.0602215362444127], ['New York City', 0.9335026116591644], ['Philapedia', 4.085421149049883], ['Washington D.C.', 2.7400763952544867], ['Washington D.C.', 3.176422145768204], ['Washington D.C.', 2.9833545006400293], ['New York City', 0.7120213436581179], ['Boston', 1.971688674046095], ['Washington D.C.', 3.0156541070543788], ['Philapedia', 4.452895795066113]]
[['Washington D.C.', 3.2965257752645147], ['Seattle', 5.258083508833535], ['Seattle', 4.839357138963794], ['Washington D.C.', 2.8686836641876243], ['Washington D.C.', 3.188974970973423], ['New York City', 1.1948878476964946], ['Seattle', 5.088732876815701], ['Seattle', 4.830200850399165], ['Seattle', 4.8565999024736675], ['Seattle', 5.081309989733385]]
[['Philapedia', 3.5262370025205834], ['Washington D.C.', 3.4179675103298033], ['Philapedia', 4.2660451424090295], ['Washington D.C.', 2.9624821075347376], ['Washington D.C.', 2.5345727462943546], ['Washington D.C.', 2.794748741778678], ['Philapedia', 3.4090365169703203], ['Washington D.C.', 2.7453337923862273], ['Washington D.C.', 3.6266159995659155], ['Washington D.C.', 3.4291715469303536]]
[['New York City', 1.1389928549363122], ['New York City', 0.8896356930478615], ['Boston', 2.0548550268357757], ['Washington D.C.', 3.564894803942475], ['Boston', 2.015936899676403], ['New York City', 1.438202497745055], ['Philapedia', 4.248958521849798], ['Philapedia', 4.341043442718749], ['Boston', 1.9503790598899176], ['Boston', 1.927999726868348]]
[['Washington D.C.', 2.736969797492241], ['Washington D.C.', 3.174604217427537], ['Philapedia', 4.100486740137415], ['Washington D.C.', 3.071470543359443], ['Philapedia', 4.378553604930477], ['Washington D.C.', 3.0290007257078893], ['Philapedia', 3.9391554333770524], ['Philapedia', 3.877725395134616], ['Philapedia', 4.210518550282416], ['Philapedia', 4.005651925298037]]
[['New York City', 0.7452041545477209], ['New York City', 0.8310509328691535], ['Seattle', 4.474990832028232], ['Washington D.C.', 3.164434038472696], ['Washington D.C.', 2.786931056525022], ['New York City', 1.1337908506944383], ['New York City', 1.1097250931563063], ['New York City', 1.1489860481697476], ['Seattle', 4.793818780678654], ['Seattle', 4.95330965236243]]
[['Seattle', 5.074669059283484], ['Washington D.C.', 2.8165115171825335], ['Philapedia', 3.888614646980372], ['New York City', 1.212206153117198], ['Seattle', 5.120701496278348], ['Seattle', 4.6842169877724045], ['Philapedia', 4.157179201991187], ['New York City', 0.6132779614400754], ['Seattle', 4.75853212288184], ['New York City', 1.19881172383463]]
[['Boston', 1.897700283195666], ['Boston', 1.9169382481973969], ['Boston', 1.9231672096712296], ['Boston', 1.8851978587137832], ['Washington D.C.', 3.140395073300579], ['Washington D.C.', 2.8834890804552344], ['New York City', 0.5743017373896064], ['Washington D.C.', 2.52312337316408], ['Boston', 1.8591118263416175], ['Boston', 1.7459785423008343]]
[['Philapedia', 4.1344371335960535], ['New York City', 1.3415078662859021], ['Boston', 1.843429383076265], ['Washington D.C.', 3.4429767152498454], ['Washington D.C.', 3.0602514504217306], ['Washington D.C.', 3.5700299099145436], ['Boston', 2.710014479004361], ['Washington D.C.', 2.8893471994031295], ['Philapedia', 4.099104048496861], ['Washington D.C.', 3.2147553681198784]]
[['Philapedia', 4.103642872839788], ['Washington D.C.', 2.831923565922873], ['Washington D.C.', 2.983574114858786], ['Washington D.C.', 2.7290390832089146], ['Washington D.C.', 3.2037726972066944], ['Philapedia', 4.029366198095957], ['Washington D.C.', 3.6225128852350768], ['Boston', 1.4844835038785682], ['Washington D.C.', 3.3999649591629755], ['Washington D.C.', 2.651896397756356]]
[['Washington D.C.', 2.9279346934573245], ['Washington D.C.', 3.2092816810978784], ['Boston', 1.7469303396128841], ['Seattle', 5.006839947596001], ['Washington D.C.', 2.6539949441010924], ['Seattle', 4.531694149139203], ['Washington D.C.', 3.193031046976963], ['Seattle', 4.823979861640154], ['Boston', 1.7829713205411553], ['New York City', 1.0084888827601706]]
[['Washington D.C.', 2.560340645920608], ['Seattle', 5.253493051978815], ['Seattle', 4.7372913379496095], ['Washington D.C.', 2.8664804536698187], ['Seattle', 4.819656854449817], ['New York City', 1.2484825871495115], ['Seattle', 4.441610111190278], ['Seattle', 4.81034181277244], ['Philapedia', 4.3217451348976486], ['Seattle', 5.077210320592591]]
[['Washington D.C.', 3.0659439386377714], ['Washington D.C.', 3.0653267410299234], ['Boston', 2.025971392225055], ['Washington D.C.', 3.0337220497432855], ['Washington D.C.', 2.9969604556667417], ['Boston', 1.7667076537283724], ['Boston', 1.7163170598652489], ['Washington D.C.', 3.1265281302830705], ['New York City', 1.6228512164494409], ['Washington D.C.', 2.5312663059156115]]
[['Washington D.C.', 2.370377216197815], ['Philapedia', 3.694465659745834], ['Washington D.C.', 2.9556446630639432], ['Philapedia', 3.768129332765679], ['Washington D.C.', 3.0081790468217715], ['Boston', 1.5118871147069322], ['Washington D.C.', 2.7944885182841968], ['New York City', 0.8259774176402297], ['Washington D.C.', 3.113192418497805], ['Washington D.C.', 2.3294981463744495]]
[['Seattle', 4.939183855693541], ['Seattle', 5.012893674851656], ['Seattle', 4.7249859448729294], ['Seattle', 5.19121606232762], ['New York City', 0.5731696412376872], ['New York City', 1.3488886330417516], ['New York City', 1.1415437243677138], ['Philapedia', 3.9952050795846468], ['New York City', 0.8930338251748214], ['New York City', 1.2074971749658574]]
[['New York City', 1.2749824048318894], ['Washington D.C.', 2.806295013961357], ['Washington D.C.', 3.5080744278599107], ['Washington D.C.', 2.6156018300284534], ['Washington D.C.', 2.6887103661064886], ['Washington D.C.', 2.6065795128780347], ['Philapedia', 4.355754108866825], ['Philapedia', 4.301116482898598], ['Washington D.C.', 3.0829746081732687], ['Washington D.C.', 3.1517423190423273]]
[['Seattle', 4.761740937664978], ['Boston', 1.900566628026581], ['New York City', 0.6164458977487408], ['Philapedia', 3.332868868436095], ['New York City', 1.0234862342511637], ['Boston', 2.351832180767275], ['New York City', 0.7218548392841715], ['New York City', 1.269221693524323], ['New York City', 0.20726755253831552], ['Seattle', 4.865082611873645]]
[['Seattle', 4.792712837303528], ['New York City', 0.8086724581590614], ['Seattle', 4.809306360501852], ['Washington D.C.', 2.757163373508477], ['Seattle', 5.232088958081691], ['New York City', 0.9790962169501405], ['Seattle', 5.24028348710518], ['Seattle', 4.751689203280681], ['Washington D.C.', 3.2992388403656725], ['New York City', 0.7853670442119487]]
[['Seattle', 5.102307692303957], ['New York City', 0.9141591441194371], ['Seattle', 5.293270271377557], ['Seattle', 5.221731708041451], ['Washington D.C.', 2.8276355506813178], ['Seattle', 5.109262015144192], ['Seattle', 5.128471263137114], ['Seattle', 5.08889113697746], ['New York City', 0.9165325702895423], ['Seattle', 4.724150521879592]]
[['Boston', 1.8896841879918413], ['Boston', 1.840620345189825], ['Washington D.C.', 2.912967639010638], ['New York City', 0.9532302043296467], ['New York City', 1.1754395658226833], ['Boston', 2.2166739863982388], ['Boston', 1.7507644408741765], ['Boston', 2.149321891948394], ['Washington D.C.', 3.2031943288216294], ['Washington D.C.', 2.923089636868451]]
[['Philapedia', 3.8498086931509046], ['Boston', 1.65965958434875], ['Philapedia', 3.8435205369205603], ['Philapedia', 3.93326683327562], ['New York City', 1.2597415868304045], ['Philapedia', 4.100975823791066], ['Boston', 1.5779292103255123], ['Boston', 2.140941897389916], ['New York City', 1.2822262677948058], ['New York City', 1.0634776238389132]]
[['Seattle', 4.974301070429835], ['Seattle', 5.008730931724625], ['New York City', 0.96224790920554], ['New York City', 1.0697246386603205], ['New York City', 0.8795161632393012], ['Philapedia', 2.8481162063607286], ['Seattle', 4.92671186582701], ['Seattle', 4.8713194754200755], ['Washington D.C.', 2.6665241323843447], ['Seattle', 5.1457985825341455]]
[['Boston', 1.883842912827488], ['Washington D.C.', 3.1066410637756094], ['Washington D.C.', 2.9486758006877816], ['Boston', 1.9889788928155074], ['Washington D.C.', 3.273777183429607], ['Washington D.C.', 3.53478776659475], ['Washington D.C.', 2.7249743824875017], ['Philapedia', 4.192404280939628], ['New York City', 0.5449560621486715], ['Washington D.C.', 2.9503337876639497]]
[['Boston', 1.4918874040204186], ['Boston', 2.082555760640498], ['Boston', 1.1635075930914502], ['Washington D.C.', 3.0908727347434297], ['Washington D.C.', 3.8086885588453514], ['Boston', 1.7889180811695111], ['Seattle', 5.637414552272977], ['Washington D.C.', 2.9916574102146822], ['Washington D.C.', 2.5836463777338343], ['Boston', 1.9620822815063756]]
[['New York City', 0.8037385444854283], ['Seattle', 4.522872844903004], ['Philapedia', 4.137205307013645], ['Seattle', 5.164413692591028], ['New York City', 0.4912750239212217], ['Seattle', 4.82499559583559], ['Seattle', 5.109642121433627], ['Seattle', 4.935721785416473], ['Seattle', 4.752632697354005], ['Seattle', 5.173166102809231]]
[['Philapedia', 3.756679132030069], ['New York City', 0.5636767280182013], ['New York City', 0.741264198536373], ['Washington D.C.', 2.8288930016727694], ['New York City', 0.705537359668946], ['Washington D.C.', 3.130407770182071], ['Washington D.C.', 3.3019996439716164], ['Washington D.C.', 2.8192940479187136], ['Washington D.C.', 2.6987855633059272], ['Washington D.C.', 3.197064498882809]]
[['Seattle', 4.99633462283804], ['Philapedia', 4.128219946091754], ['Washington D.C.', 2.694727143489353], ['New York City', 0.9392999390220211], ['Philapedia', 3.6125186736976973], ['Seattle', 4.985025326962966], ['Washington D.C.', 2.6564237675684375], ['Seattle', 5.489013062873177], ['Washington D.C.', 3.11236992886272], ['Seattle', 4.79282880604516]]
[['Washington D.C.', 2.9625644497460555], ['New York City', 1.2590985512281485], ['Washington D.C.', 3.923859387966089], ['Washington D.C.', 3.3477876392788843], ['Washington D.C.', 2.853837544524043], ['Washington D.C.', 2.77624729439721], ['New York City', 0.8433485123041875], ['Philapedia', 4.19737075255849], ['Washington D.C.', 2.9763885475380367], ['Washington D.C.', 3.0248364509781207]]
[['Seattle', 4.630070943602523], ['Seattle', 4.580126810709813], ['New York City', 0.8884078495437302], ['Seattle', 5.332391194808549], ['Seattle', 5.089844666473868], ['New York City', 1.0766650019381327], ['New York City', 1.0370901868434383], ['Washington D.C.', 3.231947218607588], ['Seattle', 4.881596074275814], ['New York City', 1.1377907049078222]]
[['Seattle', 4.742401399450659], ['Philapedia', 3.4702497325470265], ['Philapedia', 3.7919714869853074], ['Seattle', 4.795845497444398], ['Philapedia', 3.499089752679299], ['Seattle', 5.176304081970864], ['New York City', 1.3660063878983828], ['New York City', 1.0861468155622873], ['Seattle', 4.581893829145819], ['Seattle', 4.594332484162141]]
[['Seattle', 4.679411763504541], ['New York City', 0.7231661424079636], ['New York City', 0.7566038234707639], ['Seattle', 5.127583745311832], ['Seattle', 4.901743608985265], ['New York City', 1.328360234055699], ['Seattle', 4.818006835288428], ['New York City', 1.1240621716936734], ['Washington D.C.', 3.50406451261731], ['Seattle', 5.484279183509744]]
[['New York City', 1.1897551898347334], ['Philapedia', 3.784989725600364], ['Philapedia', 3.9403577286805778], ['Philapedia', 3.851269673652493], ['Washington D.C.', 2.6093764904445473], ['Washington D.C.', 3.3196476858167765], ['Washington D.C.', 3.085822184678057], ['Washington D.C.', 2.5713356849780915], ['Washington D.C.', 3.1653172933720555], ['Washington D.C.', 3.1141571292426096]]
[['Washington D.C.', 2.902278365734483], ['Washington D.C.', 2.9341004374194335], ['New York City', 0.9094707215005342], ['Washington D.C.', 3.344406109544596], ['Boston', 2.01947564946203], ['Washington D.C.', 2.723413196818876], ['Washington D.C.', 3.3060146949127116], ['Philapedia', 4.440055285808221], ['Washington D.C.', 2.748669677075673], ['Philapedia', 4.227339352975281]]
[['Seattle', 5.252557340942519], ['New York City', 0.6699768934928798], ['Seattle', 5.0749399091784815], ['Seattle', 5.100203545281606], ['New York City', 0.8309030871156997], ['Seattle', 4.873774112653819], ['Seattle', 4.790208716428203], ['Seattle', 5.321015267921822], ['Philapedia', 4.170660320744501], ['New York City', 1.0489069270181854]]
[['New York City', 0.024279571281003665], ['New York City', 1.3644431592435586], ['New York City', 1.2127470915226661], ['New York City', 0.9311716517296849], ['Boston', 2.0716283772249726], ['New York City', 0.7708479445913832], ['New York City', 1.3708208113753975], ['New York City', 0.9278441283954646], ['Philapedia', 3.5370040730828127], ['Philapedia', 3.9695386609840098]]
[['Seattle', 4.879885409146572], ['Seattle', 5.109599032527186], ['New York City', 0.9754214004187954], ['Seattle', 4.771332972505391], ['Seattle', 5.3503319518379255], ['Seattle', 4.612940941033967], ['Seattle', 4.851526636349866], ['Seattle', 5.567314362099312], ['Philapedia', 4.050175546079747], ['Seattle', 4.902807299934165]]
[['Philapedia', 4.0973648425148514], ['New York City', 1.32611465265077], ['Boston', 1.9827507735436904], ['Boston', 1.569694023719507], ['Washington D.C.', 2.889410195324103], ['Boston', 1.9540554794986986], ['New York City', 1.3283063289630914], ['Washington D.C.', 2.9156630823813248], ['Washington D.C.', 3.1792427318448904], ['Washington D.C.', 3.130714580117812]]
[['Philapedia', 4.2096764086629355], ['Philapedia', 4.008713217364806], ['Washington D.C.', 2.9440931598375837], ['Boston', 2.5855671110847145], ['Philapedia', 4.58584808113764], ['New York City', 1.1869448943853544], ['Washington D.C.', 3.2643863706318514], ['New York City', 1.3373986987581314], ['Washington D.C.', 3.0225945640797716], ['Philapedia', 4.017715925071191]]
[['Seattle', 5.21831446678429], ['Seattle', 4.824668697282491], ['Philapedia', 4.367601211047618], ['New York City', 0.6664847559145974], ['Washington D.C.', 3.0738795571534974], ['Washington D.C.', 3.26871212524777], ['New York City', 1.0207960962067], ['Philapedia', 3.8702055742392156], ['Seattle', 5.0495901187363685], ['Philapedia', 4.516437543049479]]
[['Seattle', 4.9285537232288], ['Washington D.C.', 2.8599421536217835], ['Seattle', 5.387727763747567], ['New York City', 0.7654353948073862], ['New York City', 1.539249116322671], ['Seattle', 4.487282428856912], ['Seattle', 5.3870838671972905], ['Seattle', 4.72067770716199], ['Seattle', 4.563829518619393], ['New York City', 1.2935557639914528]]
[['Seattle', 4.741594702376018], ['Seattle', 4.7490257288944635], ['Philapedia', 3.8272519784564842], ['Seattle', 4.91756530181194], ['Washington D.C.', 2.863215802584819], ['New York City', 0.45445551003231], ['Washington D.C.', 2.759922304052142], ['Seattle', 4.538079806811728], ['Seattle', 5.169555953128407], ['Seattle', 5.016495069568589]]
[['Boston', 2.2135433776085107], ['Boston', 2.0545725649920987], ['Washington D.C.', 2.890857258600616], ['Washington D.C.', 3.31975691005388], ['Boston', 2.4380614236965594], ['Washington D.C.', 2.832289296425004], ['Philapedia', 4.271939159750317], ['Washington D.C.', 2.793543767774085], ['Boston', 2.118751719222831], ['New York City', 1.1697560951624006]]
[['Washington D.C.', 2.5319541396490806], ['New York City', 1.1105981484878187], ['Philapedia', 3.960474327106572], ['Washington D.C.', 2.822700741778108], ['Washington D.C.', 3.0608313292876126], ['Washington D.C.', 3.1089264309050857], ['Washington D.C.', 3.25732724217385], ['Washington D.C.', 2.939110911005148], ['Philapedia', 4.007538314301004], ['Washington D.C.', 3.2446206751335023]]
[['Philapedia', 4.477215692917651], ['New York City', 1.3413717970602397], ['New York City', 0.7144442645665563], ['New York City', 1.3767387586157596], ['Philapedia', 3.8096426734061923], ['Washington D.C.', 2.6960065745072885], ['Washington D.C.', 3.2675174091299355], ['Boston', 1.5020113661662675], ['Washington D.C.', 2.850463282053857], ['Boston', 1.9634215095977419]]
[['Washington D.C.', 2.7705049577599703], ['Washington D.C.', 3.2274952163410524], ['Philapedia', 3.486126742125872], ['Washington D.C.', 3.4775322538729516], ['New York City', 0.5336312973490199], ['Philapedia', 3.5909455871549936], ['New York City', 0.32471014926243535], ['Washington D.C.', 3.5195361440135575], ['Washington D.C.', 2.8692992673760953], ['Washington D.C.', 2.6747139420063877]]
[['New York City', 1.5313403697720949], ['Boston', 1.7238694670108048], ['Washington D.C.', 3.002858972976422], ['Philapedia', 3.9762507504517064], ['Philapedia', 3.9845536743646655], ['New York City', 1.675479100145151], ['Washington D.C.', 2.359948137478265], ['Philapedia', 4.160361937411881], ['Boston', 2.3182483941108813], ['Washington D.C.', 2.887513673010506]]
[['Seattle', 4.5577314228531804], ['New York City', 0.5897285667872498], ['Seattle', 5.005253955388103], ['Seattle', 4.966347720076218], ['Seattle', 4.967113351981364], ['New York City', 0.8831981817127235], ['Seattle', 4.814759155084067], ['Philapedia', 3.9760277738746894], ['Seattle', 5.476387409141224], ['New York City', 0.5399638935877953]]
[['Seattle', 5.107128982324244], ['Seattle', 5.078780907035524], ['Seattle', 4.684542688568538], ['Seattle', 5.327180850629487], ['Seattle', 5.620175936800465], ['Seattle', 4.9686744717524025], ['New York City', 1.2791290626548035], ['Washington D.C.', 2.827859696600955], ['Seattle', 4.866329203715098], ['Seattle', 5.002841727081531]]
